Nome: IBITINGA
Codigo Estacao: A737
Latitude: -21.85555555
Longitude: -48.79972221
Altitude: 496.75
Situacao: Operante
Data Inicial: 2018-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);
2018-12-04;0;32,9;24,6;16,7;
2018-12-05;0;33,6;26,4;19,1;
2018-12-06;0;34,2;26,9;17,9;
2018-12-07;0;32,8;25,2;18,7;
2018-12-08;0;28,1;21,7;16,4;
2018-12-09;0;31,7;22,1;12,8;
2018-12-10;0;33,4;25,1;17,7;
2018-12-11;0;34,1;26,5;18,7;
2018-12-12;0;35,3;26,7;18,6;
2018-12-13;1;35,5;27;20;
2018-12-14;0;35,5;25,9;19,1;
2018-12-15;2,4;35,2;25,1;20,7;
2018-12-16;10,4;35,6;27,1;19,5;
2018-12-17;0;36,5;27,8;22,1;
2018-12-18;3,6;35;27,8;21,5;
2018-12-19;,2;32,4;26,5;22,4;
2018-12-20;0;36,9;28;20,6;
2018-12-21;0;35,6;26,8;21;
2018-12-22;0;35,3;26,3;20,5;
2018-12-23;12,4;31,6;24,6;21,1;
2018-12-24;5,8;31,1;23,9;21,3;
2018-12-25;3,2;29,2;23,5;20,3;
2018-12-26;,4;29;23,9;20,9;
2018-12-27;1,4;32,4;25,4;21,7;
2018-12-28;0;32,4;24,9;19,5;
2018-12-29;3,6;32,6;25,4;20,2;
2018-12-30;7;33,1;25,9;20,7;
2018-12-31;0;34,1;27;20,9;
2019-01-01;0;32,8;25,3;20,3;
2019-01-02;6,8;33,7;27;21,5;
2019-01-03;0;33,9;26,9;21,9;
2019-01-04;,2;30,9;24,6;21,1;
2019-01-05;48,8;27,2;22,9;20,4;
2019-01-06;1;30,7;24;20,5;
2019-01-07;3,4;34,1;26,5;19,8;
2019-01-08;1;34,6;27,6;20,8;
2019-01-09;0;35;27,7;21,2;
2019-01-10;0;33,6;27,8;22,4;
2019-01-11;0;34,1;27;20,9;
2019-01-12;3,2;33,4;24,8;19,6;
2019-01-13;17,4;31,9;24,5;19,3;
2019-01-14;,2;34,8;27,3;21,2;
2019-01-15;0;34,3;27,1;22,2;
2019-01-16;,2;35,1;26;21,5;
2019-01-17;1,6;32,9;25,1;19,5;
2019-01-18;,6;34;27,1;21,1;
2019-01-19;0;35,1;25,9;21;
2019-01-20;9,2;34,8;26,4;20,5;
2019-01-21;0;35,6;28;21,5;
2019-01-22;0;36,1;29,1;21,6;
2019-01-23;0;36,8;28,1;22;
2019-01-24;0;34,7;25,1;21,4;
2019-01-25;18,2;33,4;24,4;19,9;
2019-01-26;12,6;31,5;23,4;17,9;
2019-01-27;,2;31;23,4;18,4;
2019-01-28;0;34,6;26,7;19,6;
2019-01-29;0;36,1;27,7;20,1;
2019-01-30;0;36,6;28;20,6;
2019-01-31;0;36,7;28;21;
2019-02-01;0;37;28,7;20,7;
2019-02-02;0;37;28,6;21,9;
2019-02-03;0;36,8;28,8;22,5;
2019-02-04;6;30,1;23,9;20,2;
2019-02-05;0;28,7;22,6;16,6;
2019-02-06;0;27,5;22,6;19,5;
2019-02-07;1;30,8;22,4;16,7;
2019-02-08;0;34,4;25,4;17,5;
2019-02-09;0;36,6;26,9;17,8;
2019-02-10;0;36,7;27,5;20,5;
2019-02-11;0;35,5;27,9;21,7;
2019-02-12;30,6;30,6;24,6;20,7;
2019-02-13;23,2;28,1;23,5;20,8;
2019-02-14;0;30,4;23,7;18,2;
2019-02-15;4,6;28;23,5;21;
2019-02-16;null;null;null;null;
2019-02-17;null;null;null;null;
2019-02-18;null;null;null;null;
2019-02-19;null;null;null;null;
2019-02-20;null;null;null;null;
2019-02-21;null;null;null;null;
2019-02-22;null;null;null;null;
2019-02-23;null;null;null;null;
2019-02-24;null;null;null;null;
2019-02-25;null;null;null;null;
2019-02-26;null;null;null;null;
2019-02-27;null;null;null;null;
2019-02-28;null;null;null;null;
2019-03-01;null;null;null;null;
2019-03-02;null;null;null;null;
2019-03-03;null;null;null;null;
2019-03-04;null;null;null;null;
2019-03-05;null;null;null;null;
2019-03-06;null;null;null;null;
2019-03-07;null;null;null;null;
2019-03-08;null;null;null;null;
2019-03-09;null;null;null;null;
2019-03-10;null;null;null;null;
2019-03-11;null;null;null;null;
2019-03-12;null;null;null;null;
2019-03-13;null;null;null;null;
2019-03-14;null;null;null;null;
2019-03-15;2,8;30,4;24,2;20,2;
2019-03-16;2,4;31,7;25;21,5;
2019-03-17;0;32,7;25,3;19,9;
2019-03-18;0;33,3;25,6;21,7;
2019-03-19;2,6;32,8;25,5;21,3;
2019-03-20;0;31,9;25,4;21;
2019-03-21;18,6;25,3;21,8;19,4;
2019-03-22;0;28,3;21,5;16,1;
2019-03-23;0;30,6;23,2;17,2;
2019-03-24;0;31,5;24,4;18,4;
2019-03-25;0;32,2;24,4;17,9;
2019-03-26;0;34;25,2;18,2;
2019-03-27;0;33;24,7;19;
2019-03-28;0;31,1;23,9;17,9;
2019-03-29;0;30;22,9;16,9;
2019-03-30;0;31,3;23;15,8;
2019-03-31;0;31,5;23,4;16,2;
2019-04-01;0;31,1;23,2;17,1;
2019-04-02;0;31,7;23,7;16,7;
2019-04-03;0;31,2;24,4;18,7;
2019-04-04;0;32,2;25,3;18,6;
2019-04-05;0;31,8;25,6;21,8;
2019-04-06;8,8;33,5;25,2;21,2;
2019-04-07;6,4;31,2;24,7;21,7;
2019-04-08;12;27,2;22,4;20,3;
2019-04-09;,4;26,2;21,2;17,4;
2019-04-10;0;28,7;21,5;17,1;
2019-04-11;0;31,2;22,4;15,9;
2019-04-12;0;31,6;23,9;17,9;
2019-04-13;0;30,5;23,2;18,9;
2019-04-14;20,8;24,5;21,4;19,8;
2019-04-15;,4;29,6;22,6;17,3;
2019-04-16;0;31,1;24,5;19,6;
2019-04-17;0;30,9;24;19,6;
2019-04-18;,2;30,1;22,8;16,1;
2019-04-19;0;28,9;20,6;13,1;
2019-04-20;0;31,2;21,9;14,3;
2019-04-21;0;32,2;23,1;16,1;
2019-04-22;0;31,9;23,6;16,2;
2019-04-23;0;29,7;23,8;20,8;
2019-04-24;0;32,8;24,4;18,9;
2019-04-25;3;33,1;25,5;20;
2019-04-26;1;31,9;25,1;20;
2019-04-27;0;33,1;25;19,4;
2019-04-28;0;31,7;24,1;19;
2019-04-29;,6;28,6;22,5;18,9;
2019-04-30;0;29,5;21,2;14,5;
2019-05-01;0;29,4;22,1;16,9;
2019-05-02;,2;30,4;23,4;19,1;
2019-05-03;0;31,8;24,9;19,2;
2019-05-04;0;29,7;24,8;20,3;
2019-05-05;0;31,5;24,2;18,4;
2019-05-06;0;31,3;24,6;19,2;
2019-05-07;0;31,6;23,7;18,6;
2019-05-08;0;29,3;22,7;17,2;
2019-05-09;0;31;22,3;15,5;
2019-05-10;0;31,4;23,2;17,7;
2019-05-11;17,6;30,8;22,7;19,8;
2019-05-12;22,4;30,5;24,2;19,6;
2019-05-13;0;30,9;24,2;19,2;
2019-05-14;0;27,6;22,7;19,8;
2019-05-15;0;25,8;19,4;15;
2019-05-16;0;25,6;20;15,8;
2019-05-17;0;25,4;18,5;15,5;
2019-05-18;9,6;25,9;19,4;16,2;
2019-05-19;0;24,6;18,7;15,4;
2019-05-20;,2;26;18,9;12,1;
2019-05-21;0;27,2;19,5;12,5;
2019-05-22;0;27,9;18,9;11,4;
2019-05-23;0;29,4;20,3;12,6;
2019-05-24;0;23,2;18,2;16,6;
2019-05-25;,2;21,6;15,1;8,8;
2019-05-26;,2;25,6;15,8;7,9;
2019-05-27;0;29,3;17,5;9,2;
2019-05-28;0;31;20,2;11;
2019-05-29;3,2;30;22,4;15,3;
2019-05-30;,2;31,5;23,4;16,6;
2019-05-31;0;30,5;22,8;16,1;
2019-06-01;0;30;22,5;15;
2019-06-02;0;28,6;21;15,7;
2019-06-03;5,6;22,2;18,5;16,7;
2019-06-04;1,6;22,2;17;14,8;
2019-06-05;,2;23,1;14,9;8,2;
2019-06-06;0;25,2;16,6;10,6;
2019-06-07;0;27;17,7;10,5;
2019-06-08;0;26,3;16,9;10,3;
2019-06-09;0;26;16,9;9,8;
2019-06-10;0;26,6;17,8;10,8;
2019-06-11;0;28,5;18,8;11,2;
2019-06-12;0;28,8;20,1;13;
2019-06-13;0;30,4;21,2;13,8;
2019-06-14;0;30,5;22,4;16,3;
2019-06-15;0;29,8;20,8;14,4;
2019-06-16;0;29,1;20,1;12,4;
2019-06-17;0;27,9;19,1;12,8;
2019-06-18;0;29;19,5;11,4;
2019-06-19;0;28,3;19,9;12;
2019-06-20;0;29,1;20;12,1;
2019-06-21;0;28,7;19,6;13,7;
2019-06-22;,2;27,7;19,1;12,3;
2019-06-23;0;28,2;20,1;12,9;
2019-06-24;0;28,8;19,1;11,5;
2019-06-25;0;30,6;21,1;12;
2019-06-26;0;30,8;23,4;15,7;
2019-06-27;0;27,7;21,5;16,6;
2019-06-28;0;31,9;22,4;15,5;
2019-06-29;0;30,7;22,3;15,2;
2019-06-30;0;30,5;21,7;13,6;
2019-07-01;0;30,7;21,4;12,7;
2019-07-02;0;30,1;20,8;13,2;
2019-07-03;0;31,1;21,9;15,3;
2019-07-04;,4;27,3;20,9;17,4;
2019-07-05;35,4;20,7;17;16;
2019-07-06;,2;15,4;10,6;5,4;
2019-07-07;0;19,5;9,5;1,9;
2019-07-08;0;22,8;12,2;4;
2019-07-09;,2;25,6;14,4;6,7;
2019-07-10;0;25,8;15,4;6,9;
2019-07-11;0;24,5;15,4;6,9;
2019-07-12;0;26,5;16,9;7,8;
2019-07-13;0;29,1;18,3;9,4;
2019-07-14;0;30,4;20,1;9,9;
2019-07-15;0;30,9;21;14;
2019-07-16;,8;24;18,1;14,2;
2019-07-17;0;22,7;13,7;5,7;
2019-07-18;0;25,3;14,8;7;
2019-07-19;0;26,8;17,2;9,4;
2019-07-20;0;26,4;18,1;11,2;
2019-07-21;0;27,7;18,9;11,9;
2019-07-22;0;27,2;19,7;13,8;
2019-07-23;0;29,4;20,7;12,6;
2019-07-24;0;30,2;20,5;12,7;
2019-07-25;0;30,9;21,4;13,6;
2019-07-26;0;30,3;21,3;13,7;
2019-07-27;0;29,9;20,9;12,7;
2019-07-28;0;29,2;19,5;11,5;
2019-07-29;0;29,1;19,9;13,7;
2019-07-30;0;29,6;20,3;12,2;
2019-07-31;0;28,9;19,9;10,7;
2019-08-01;0;32,3;20,8;11,3;
2019-08-02;0;32,8;23,5;15,1;
2019-08-03;0;26;16;13,1;
2019-08-04;,8;14,5;12,1;11,5;
2019-08-05;13,8;21,1;14,5;9,7;
2019-08-06;0;25,3;17,5;12,2;
2019-08-07;0;30;21,6;14,2;
2019-08-08;0;30,5;22,5;15,4;
2019-08-09;0;32;22,8;14,8;
2019-08-10;0;32,8;23,7;15,5;
2019-08-11;0;33,2;22,8;13,3;
2019-08-12;0;34,4;24,2;15;
2019-08-13;0;33,4;24;16,1;
2019-08-14;,2;25,1;17,7;14,1;
2019-08-15;0;27,9;17,4;9,2;
2019-08-16;0;28,4;19;9,7;
2019-08-17;0;30,8;21,2;12,1;
2019-08-18;0;33,1;22,8;13,5;
2019-08-19;0;26,4;19,6;15,1;
